,0,1,2
0,0.0,0.0,0.0
1,1.0,0.0,0.0
2,2.0,0.0,0.0
3,3.0,0.0,0.0
4,4.0,0.0,0.0
5,5.0,0.0,0.0
6,6.0,0.0,0.0
7,7.0,0.0,0.0
8,0.5,0.8660254037844386,0.0
9,1.5,0.8660254037844386,0.0
10,2.5,0.8660254037844386,0.0
11,3.5,0.8660254037844386,0.0
12,4.5,0.8660254037844386,0.0
13,5.5,0.8660254037844386,0.0
14,6.5,0.8660254037844386,0.0
15,0.0,1.7320508075688772,0.0
16,1.0,1.7320508075688772,0.0
17,2.0,1.7320508075688772,0.0
18,3.0,1.7320508075688772,0.0
19,4.0,1.7320508075688772,0.0
20,5.0,1.7320508075688772,0.0
21,6.0,1.7320508075688772,0.0
22,7.0,1.7320508075688772,0.0
23,0.5,2.598076211353316,0.0
24,1.5,2.598076211353316,0.0
25,2.5,2.598076211353316,0.0
26,3.5,2.598076211353316,0.0
27,4.5,2.598076211353316,0.0
28,5.5,2.598076211353316,0.0
29,6.5,2.598076211353316,0.0
30,0.0,3.4641016151377544,0.0
31,1.0,3.4641016151377544,0.0
32,2.0,3.4641016151377544,0.0
33,3.0,3.4641016151377544,0.0
34,4.0,3.4641016151377544,0.0
35,5.0,3.4641016151377544,0.0
36,6.0,3.4641016151377544,0.0
37,7.0,3.4641016151377544,0.0
38,0.5,4.330127018922193,0.0
39,1.5,4.330127018922193,0.0
40,2.5,4.330127018922193,0.0
41,3.5,4.330127018922193,0.0
42,4.5,4.330127018922193,0.0
43,5.5,4.330127018922193,0.0
44,6.5,4.330127018922193,0.0
45,0.0,5.196152422706632,0.0
46,1.0,5.196152422706632,0.0
47,2.0,5.196152422706632,0.0
48,3.0,5.196152422706632,0.0
49,4.0,5.196152422706632,0.0
50,5.0,5.196152422706632,0.0
51,6.0,5.196152422706632,0.0
52,7.0,5.196152422706632,0.0
53,0.5,6.06217782649107,0.0
54,1.5,6.06217782649107,0.0
55,2.5,6.06217782649107,0.0
56,3.5,6.06217782649107,0.0
57,4.5,6.06217782649107,0.0
58,5.5,6.06217782649107,0.0
59,6.5,6.06217782649107,0.0
60,0.0,6.928203230275509,0.0
61,1.0,6.928203230275509,0.0
62,2.0,6.928203230275509,0.0
63,3.0,6.928203230275509,0.0
64,4.0,6.928203230275509,0.0
65,5.0,6.928203230275509,0.0
66,6.0,6.928203230275509,0.0
67,7.0,6.928203230275509,0.0
68,0.5,0.2886751345948129,0.816496580927726
69,1.5,0.2886751345948129,0.816496580927726
70,2.5,0.2886751345948129,0.816496580927726
71,3.5,0.2886751345948129,0.816496580927726
72,4.5,0.2886751345948129,0.816496580927726
73,5.5,0.2886751345948129,0.816496580927726
74,6.5,0.2886751345948129,0.816496580927726
75,1.0,1.1547005383792515,0.816496580927726
76,2.0,1.1547005383792515,0.816496580927726
77,3.0,1.1547005383792515,0.816496580927726
78,4.0,1.1547005383792515,0.816496580927726
79,5.0,1.1547005383792515,0.816496580927726
80,6.0,1.1547005383792515,0.816496580927726
81,7.0,1.1547005383792515,0.816496580927726
82,0.5,2.0207259421636903,0.816496580927726
83,1.5,2.0207259421636903,0.816496580927726
84,2.5,2.0207259421636903,0.816496580927726
85,3.5,2.0207259421636903,0.816496580927726
86,4.5,2.0207259421636903,0.816496580927726
87,5.5,2.0207259421636903,0.816496580927726
88,6.5,2.0207259421636903,0.816496580927726
89,1.0,2.886751345948129,0.816496580927726
90,2.0,2.886751345948129,0.816496580927726
91,3.0,2.886751345948129,0.816496580927726
92,4.0,2.886751345948129,0.816496580927726
93,5.0,2.886751345948129,0.816496580927726
94,6.0,2.886751345948129,0.816496580927726
95,7.0,2.886751345948129,0.816496580927726
96,0.5,3.7527767497325675,0.816496580927726
97,1.5,3.7527767497325675,0.816496580927726
98,2.5,3.7527767497325675,0.816496580927726
99,3.5,3.7527767497325675,0.816496580927726
100,4.5,3.7527767497325675,0.816496580927726
101,5.5,3.7527767497325675,0.816496580927726
102,6.5,3.7527767497325675,0.816496580927726
103,1.0,4.618802153517006,0.816496580927726
104,2.0,4.618802153517006,0.816496580927726
105,3.0,4.618802153517006,0.816496580927726
106,4.0,4.618802153517006,0.816496580927726
107,5.0,4.618802153517006,0.816496580927726
108,6.0,4.618802153517006,0.816496580927726
109,7.0,4.618802153517006,0.816496580927726
110,0.5,5.484827557301445,0.816496580927726
111,1.5,5.484827557301445,0.816496580927726
112,2.5,5.484827557301445,0.816496580927726
113,3.5,5.484827557301445,0.816496580927726
114,4.5,5.484827557301445,0.816496580927726
115,5.5,5.484827557301445,0.816496580927726
116,6.5,5.484827557301445,0.816496580927726
117,1.0,6.3508529610858835,0.816496580927726
118,2.0,6.3508529610858835,0.816496580927726
119,3.0,6.3508529610858835,0.816496580927726
120,4.0,6.3508529610858835,0.816496580927726
121,5.0,6.3508529610858835,0.816496580927726
122,6.0,6.3508529610858835,0.816496580927726
123,7.0,6.3508529610858835,0.816496580927726
124,0.0,0.0,1.632993161855452
125,1.0,0.0,1.632993161855452
126,2.0,0.0,1.632993161855452
127,3.0,0.0,1.632993161855452
128,4.0,0.0,1.632993161855452
129,5.0,0.0,1.632993161855452
130,6.0,0.0,1.632993161855452
131,7.0,0.0,1.632993161855452
132,0.5,0.8660254037844386,1.632993161855452
133,1.5,0.8660254037844386,1.632993161855452
134,2.5,0.8660254037844386,1.632993161855452
135,3.5,0.8660254037844386,1.632993161855452
136,4.5,0.8660254037844386,1.632993161855452
137,5.5,0.8660254037844386,1.632993161855452
138,6.5,0.8660254037844386,1.632993161855452
139,0.0,1.7320508075688772,1.632993161855452
140,1.0,1.7320508075688772,1.632993161855452
141,2.0,1.7320508075688772,1.632993161855452
142,3.0,1.7320508075688772,1.632993161855452
143,4.0,1.7320508075688772,1.632993161855452
144,5.0,1.7320508075688772,1.632993161855452
145,6.0,1.7320508075688772,1.632993161855452
146,7.0,1.7320508075688772,1.632993161855452
147,0.5,2.598076211353316,1.632993161855452
148,1.5,2.598076211353316,1.632993161855452
149,2.5,2.598076211353316,1.632993161855452
150,3.5,2.598076211353316,1.632993161855452
151,4.5,2.598076211353316,1.632993161855452
152,5.5,2.598076211353316,1.632993161855452
153,6.5,2.598076211353316,1.632993161855452
154,0.0,3.4641016151377544,1.632993161855452
155,1.0,3.4641016151377544,1.632993161855452
156,2.0,3.4641016151377544,1.632993161855452
157,3.0,3.4641016151377544,1.632993161855452
158,4.0,3.4641016151377544,1.632993161855452
